timestamp_utc,station_id,latitude,longitude,temp_c,pressure_hpa,humidity_pct,source,raw_timestamp_local,raw_temp_c,raw_pressure_mbar,raw_humidity_pct,quality_flags,source_row
2009-01-01T01:50:00Z,JENA,50.9271,11.5892,-8.7,996.86,93.5,jena_climate_2009_2016,2009-01-01T02:50:00,-8.7,996.86,93.5,,18
2009-01-01T02:00:00Z,JENA,50.9271,11.5892,-8.81,996.84,93.5,jena_climate_2009_2016,2009-01-01T03:00:00,-8.81,996.84,93.5,,19
2009-01-01T02:10:00Z,JENA,50.9271,11.5892,-8.84,996.87,93.5,jena_climate_2009_2016,2009-01-01T03:10:00,-8.84,996.87,93.5,,20
2009-01-01T02:20:00Z,JENA,50.9271,11.5892,-8.94,996.97,93.3,jena_climate_2009_2016,2009-01-01T03:20:00,-8.94,996.97,93.3,,21
2009-01-01T02:30:00Z,JENA,50.9271,11.5892,-8.94,997.08,93.4,jena_climate_2009_2016,2009-01-01T03:30:00,-8.94,997.08,93.4,,22
2009-01-01T02:40:00Z,JENA,50.9271,11.5892,-8.86,997.1,93.1,jena_climate_2009_2016,2009-01-01T03:40:00,-8.86,997.1,93.1,,23
2009-01-01T02:50:00Z,JENA,50.9271,11.5892,-8.99,997.06,92.4,jena_climate_2009_2016,2009-01-01T03:50:00,-8.99,997.06,92.4,,24
2009-01-01T03:00:00Z,JENA,50.9271,11.5892,-9.05,996.99,92.6,jena_climate_2009_2016,2009-01-01T04:00:00,-9.05,996.99,92.6,,25
2009-01-01T03:10:00Z,JENA,50.9271,11.5892,-9.23,997.05,92.2,jena_climate_2009_2016,2009-01-01T04:10:00,-9.23,997.05,92.2,,26
2009-01-01T03:20:00Z,JENA,50.9271,11.5892,-9.49,997.11,92.0,jena_climate_2009_2016,2009-01-01T04:20:00,-9.49,997.11,92.0,,27
2009-01-01T03:30:00Z,JENA,50.9271,11.5892,-9.5,997.19,92.3,jena_climate_2009_2016,2009-01-01T04:30:00,-9.5,997.19,92.3,,28
2009-01-01T03:40:00Z,JENA,50.9271,11.5892,-9.35,997.24,92.8,jena_climate_2009_2016,2009-01-01T04:40:00,-9.35,997.24,92.8,,29
2009-01-01T03:50:00Z,JENA,50.9271,11.5892,-9.47,997.37,92.4,jena_climate_2009_2016,2009-01-01T04:50:00,-9.47,997.37,92.4,,30
2009-01-01T04:00:00Z,JENA,50.9271,11.5892,-9.63,997.46,92.2,jena_climate_2009_2016,2009-01-01T05:00:00,-9.63,997.46,92.2,,31
2009-01-01T04:10:00Z,JENA,50.9271,11.5892,-9.67,997.43,92.6,jena_climate_2009_2016,2009-01-01T05:10:00,-9.67,997.43,92.6,,32
2009-01-01T04:20:00Z,JENA,50.9271,11.5892,-9.68,997.42,92.0,jena_climate_2009_2016,2009-01-01T05:20:00,-9.68,997.42,92.0,,33
2009-01-01T04:30:00Z,JENA,50.9271,11.5892,-9.9,997.53,91.7,jena_climate_2009_2016,2009-01-01T05:30:00,-9.9,997.53,91.7,,34
2009-01-01T04:40:00Z,JENA,50.9271,11.5892,-9.91,997.6,92.4,jena_climate_2009_2016,2009-01-01T05:40:00,-9.91,997.6,92.4,,35
2009-01-01T04:50:00Z,JENA,50.9271,11.5892,-9.51,997.62,93.4,jena_climate_2009_2016,2009-01-01T05:50:00,-9.51,997.62,93.4,,36
2009-01-01T05:00:00Z,JENA,50.9271,11.5892,-9.67,997.71,92.7,jena_climate_2009_2016,2009-01-01T06:00:00,-9.67,997.71,92.7,,37
2009-01-01T05:10:00Z,JENA,50.9271,11.5892,-9.59,997.81,93.2,jena_climate_2009_2016,2009-01-01T06:10:00,-9.59,997.81,93.2,,38
2009-01-01T05:20:00Z,JENA,50.9271,11.5892,-9.15,997.86,93.3,jena_climate_2009_2016,2009-01-01T06:20:00,-9.15,997.86,93.3,,39
2009-01-01T05:30:00Z,JENA,50.9271,11.5892,-8.91,998.0,92.5,jena_climate_2009_2016,2009-01-01T06:30:00,-8.91,998.0,92.5,,40
2009-01-01T05:40:00Z,JENA,50.9271,11.5892,-9.04,998.14,91.9,jena_climate_2009_2016,2009-01-01T06:40:00,-9.04,998.14,91.9,,41
2009-01-01T05:50:00Z,JENA,50.9271,11.5892,-9.43,998.21,91.3,jena_climate_2009_2016,2009-01-01T06:50:00,-9.43,998.21,91.3,,42
2009-01-01T06:00:00Z,JENA,50.9271,11.5892,-9.17,998.33,92.9,jena_climate_2009_2016,2009-01-01T07:00:00,-9.17,998.33,92.9,,43
2009-01-01T06:10:00Z,JENA,50.9271,11.5892,-8.71,998.5,93.0,jena_climate_2009_2016,2009-01-01T07:10:00,-8.71,998.5,93.0,,44
2009-01-01T06:20:00Z,JENA,50.9271,11.5892,-8.55,998.59,93.0,jena_climate_2009_2016,2009-01-01T07:20:00,-8.55,998.59,93.0,,45
2009-01-01T06:30:00Z,JENA,50.9271,11.5892,-8.4,998.79,93.1,jena_climate_2009_2016,2009-01-01T07:30:00,-8.4,998.79,93.1,,46
2009-01-01T06:40:00Z,JENA,50.9271,11.5892,-8.3,998.86,93.1,jena_climate_2009_2016,2009-01-01T07:40:00,-8.3,998.86,93.1,,47
2009-01-01T06:50:00Z,JENA,50.9271,11.5892,-8.13,999.04,93.2,jena_climate_2009_2016,2009-01-01T07:50:00,-8.13,999.04,93.2,,48
2009-01-01T07:00:00Z,JENA,50.9271,11.5892,-8.1,999.17,92.8,jena_climate_2009_2016,2009-01-01T08:00:00,-8.1,999.17,92.8,,49
2009-01-01T07:10:00Z,JENA,50.9271,11.5892,-8.14,999.27,92.6,jena_climate_2009_2016,2009-01-01T08:10:00,-8.14,999.27,92.6,,50
2009-01-01T07:20:00Z,JENA,50.9271,11.5892,-8.06,999.33,92.7,jena_climate_2009_2016,2009-01-01T08:20:00,-8.06,999.33,92.7,,51
2009-01-01T07:30:00Z,JENA,50.9271,11.5892,-7.95,999.44,92.6,jena_climate_2009_2016,2009-01-01T08:30:00,-7.95,999.44,92.6,,52
2009-01-01T07:40:00Z,JENA,50.9271,11.5892,-7.74,999.46,93.0,jena_climate_2009_2016,2009-01-01T08:40:00,-7.74,999.46,93.0,,53
2009-01-01T07:50:00Z,JENA,50.9271,11.5892,-7.57,999.59,92.0,jena_climate_2009_2016,2009-01-01T08:50:00,-7.57,999.59,92.0,,54
2009-01-01T08:00:00Z,JENA,50.9271,11.5892,-7.66,999.69,91.2,jena_climate_2009_2016,2009-01-01T09:00:00,-7.66,999.69,91.2,,55
2009-01-01T08:10:00Z,JENA,50.9271,11.5892,-7.71,999.79,91.3,jena_climate_2009_2016,2009-01-01T09:10:00,-7.71,999.79,91.3,,56
2009-01-01T08:20:00Z,JENA,50.9271,11.5892,-7.56,999.81,91.7,jena_climate_2009_2016,2009-01-01T09:20:00,-7.56,999.81,91.7,,57
2009-01-01T08:30:00Z,JENA,50.9271,11.5892,-7.29,999.83,92.2,jena_climate_2009_2016,2009-01-01T09:30:00,-7.29,999.83,92.2,,58
2009-01-01T08:40:00Z,JENA,50.9271,11.5892,-7.15,999.96,92.1,jena_climate_2009_2016,2009-01-01T09:40:00,-7.15,999.96,92.1,,59
2009-01-01T08:50:00Z,JENA,50.9271,11.5892,-7.02,1000.13,92.2,jena_climate_2009_2016,2009-01-01T09:50:00,-7.02,1000.13,92.2,,60
2009-01-01T09:00:00Z,JENA,50.9271,11.5892,-7.04,1000.27,91.6,jena_climate_2009_2016,2009-01-01T10:00:00,-7.04,1000.27,91.6,,61
2009-01-01T09:10:00Z,JENA,50.9271,11.5892,-7.03,1000.43,91.6,jena_climate_2009_2016,2009-01-01T10:10:00,-7.03,1000.43,91.6,,62
2009-01-01T09:20:00Z,JENA,50.9271,11.5892,-7.15,1000.54,91.1,jena_climate_2009_2016,2009-01-01T10:20:00,-7.15,1000.54,91.1,,63
2009-01-01T09:30:00Z,JENA,50.9271,11.5892,-7.26,1000.68,91.0,jena_climate_2009_2016,2009-01-01T10:30:00,-7.26,1000.68,91.0,,64
2009-01-01T09:40:00Z,JENA,50.9271,11.5892,-7.34,1000.78,90.8,jena_climate_2009_2016,2009-01-01T10:40:00,-7.34,1000.78,90.8,,65
2009-01-01T09:50:00Z,JENA,50.9271,11.5892,-7.35,1000.83,90.9,jena_climate_2009_2016,2009-01-01T10:50:00,-7.35,1000.83,90.9,,66
2009-01-01T10:00:00Z,JENA,50.9271,11.5892,-7.41,1000.87,90.7,jena_climate_2009_2016,2009-01-01T11:00:00,-7.41,1000.87,90.7,,67
2009-01-01T10:10:00Z,JENA,50.9271,11.5892,-7.48,1000.81,90.5,jena_climate_2009_2016,2009-01-01T11:10:00,-7.48,1000.81,90.5,,68
2009-01-01T10:20:00Z,JENA,50.9271,11.5892,-7.38,1000.74,90.6,jena_climate_2009_2016,2009-01-01T11:20:00,-7.38,1000.74,90.6,,69
2009-01-01T10:30:00Z,JENA,50.9271,11.5892,-7.21,1000.61,90.2,jena_climate_2009_2016,2009-01-01T11:30:00,-7.21,1000.61,90.2,,70
2009-01-01T10:40:00Z,JENA,50.9271,11.5892,-7.16,1000.5,89.8,jena_climate_2009_2016,2009-01-01T11:40:00,-7.16,1000.5,89.8,,71
2009-01-01T10:50:00Z,JENA,50.9271,11.5892,-7.03,1000.36,89.6,jena_climate_2009_2016,2009-01-01T11:50:00,-7.03,1000.36,89.6,,72
2009-01-01T11:00:00Z,JENA,50.9271,11.5892,-6.87,1000.3,89.6,jena_climate_2009_2016,2009-01-01T12:00:00,-6.87,1000.3,89.6,,73
2009-01-01T11:10:00Z,JENA,50.9271,11.5892,-6.77,1000.21,89.5,jena_climate_2009_2016,2009-01-01T12:10:00,-6.77,1000.21,89.5,,74
2009-01-01T11:20:00Z,JENA,50.9271,11.5892,-6.7,1000.18,89.8,jena_climate_2009_2016,2009-01-01T12:20:00,-6.7,1000.18,89.8,,75
2009-01-01T11:30:00Z,JENA,50.9271,11.5892,-6.61,1000.14,89.7,jena_climate_2009_2016,2009-01-01T12:30:00,-6.61,1000.14,89.7,,76
2009-01-01T11:40:00Z,JENA,50.9271,11.5892,-6.51,1000.02,89.5,jena_climate_2009_2016,2009-01-01T12:40:00,-6.51,1000.02,89.5,,77
2009-01-01T11:50:00Z,JENA,50.9271,11.5892,-6.21,1000.02,89.4,jena_climate_2009_2016,2009-01-01T12:50:00,-6.21,1000.02,89.4,,78
2009-01-01T12:00:00Z,JENA,50.9271,11.5892,-5.89,1000.03,88.6,jena_climate_2009_2016,2009-01-01T13:00:00,-5.89,1000.03,88.6,,79
2009-01-01T12:10:00Z,JENA,50.9271,11.5892,-5.83,999.97,87.8,jena_climate_2009_2016,2009-01-01T13:10:00,-5.83,999.97,87.8,,80
2009-01-01T12:20:00Z,JENA,50.9271,11.5892,-5.76,999.97,87.7,jena_climate_2009_2016,2009-01-01T13:20:00,-5.76,999.97,87.7,,81
2009-01-01T12:30:00Z,JENA,50.9271,11.5892,-5.9,1000.02,87.5,jena_climate_2009_2016,2009-01-01T13:30:00,-5.9,1000.02,87.5,,82
2009-01-01T12:40:00Z,JENA,50.9271,11.5892,-5.97,999.89,88.5,jena_climate_2009_2016,2009-01-01T13:40:00,-5.97,999.89,88.5,,83
2009-01-01T12:50:00Z,JENA,50.9271,11.5892,-5.88,999.81,88.6,jena_climate_2009_2016,2009-01-01T13:50:00,-5.88,999.81,88.6,,84
2009-01-01T13:00:00Z,JENA,50.9271,11.5892,-5.94,999.81,89.1,jena_climate_2009_2016,2009-01-01T14:00:00,-5.94,999.81,89.1,,85
2009-01-01T13:10:00Z,JENA,50.9271,11.5892,-5.84,999.81,89.6,jena_climate_2009_2016,2009-01-01T14:10:00,-5.84,999.81,89.6,,86
2009-01-01T13:20:00Z,JENA,50.9271,11.5892,-5.76,999.8,89.8,jena_climate_2009_2016,2009-01-01T14:20:00,-5.76,999.8,89.8,,87
2009-01-01T13:30:00Z,JENA,50.9271,11.5892,-5.75,999.81,89.8,jena_climate_2009_2016,2009-01-01T14:30:00,-5.75,999.81,89.8,,88
2009-01-01T13:40:00Z,JENA,50.9271,11.5892,-5.76,999.82,90.2,jena_climate_2009_2016,2009-01-01T14:40:00,-5.76,999.82,90.2,,89
2009-01-01T13:50:00Z,JENA,50.9271,11.5892,-5.73,999.83,90.3,jena_climate_2009_2016,2009-01-01T14:50:00,-5.73,999.83,90.3,,90
2009-01-01T14:00:00Z,JENA,50.9271,11.5892,-5.69,999.88,90.4,jena_climate_2009_2016,2009-01-01T15:00:00,-5.69,999.88,90.4,,91
2009-01-01T14:10:00Z,JENA,50.9271,11.5892,-5.53,999.98,90.2,jena_climate_2009_2016,2009-01-01T15:10:00,-5.53,999.98,90.2,,92
2009-01-01T14:20:00Z,JENA,50.9271,11.5892,-5.57,1000.06,89.8,jena_climate_2009_2016,2009-01-01T15:20:00,-5.57,1000.06,89.8,,93
2009-01-01T14:30:00Z,JENA,50.9271,11.5892,-5.43,1000.04,90.0,jena_climate_2009_2016,2009-01-01T15:30:00,-5.43,1000.04,90.0,,94
2009-01-01T14:40:00Z,JENA,50.9271,11.5892,-5.32,1000.0,89.5,jena_climate_2009_2016,2009-01-01T15:40:00,-5.32,1000.0,89.5,,95
2009-01-01T14:50:00Z,JENA,50.9271,11.5892,-5.36,999.95,89.2,jena_climate_2009_2016,2009-01-01T15:50:00,-5.36,999.95,89.2,,96
2009-01-01T15:00:00Z,JENA,50.9271,11.5892,-5.4,999.94,89.4,jena_climate_2009_2016,2009-01-01T16:00:00,-5.4,999.94,89.4,,97
2009-01-01T15:10:00Z,JENA,50.9271,11.5892,-5.31,1000.05,89.9,jena_climate_2009_2016,2009-01-01T16:10:00,-5.31,1000.05,89.9,,98
2009-01-01T15:20:00Z,JENA,50.9271,11.5892,-5.28,1000.05,89.8,jena_climate_2009_2016,2009-01-01T16:20:00,-5.28,1000.05,89.8,,99
2009-01-01T15:30:00Z,JENA,50.9271,11.5892,-5.32,1000.1,89.5,jena_climate_2009_2016,2009-01-01T16:30:00,-5.32,1000.1,89.5,,100
2009-01-01T15:40:00Z,JENA,50.9271,11.5892,-5.29,1000.17,89.7,jena_climate_2009_2016,2009-01-01T16:40:00,-5.29,1000.17,89.7,,101
2009-01-01T15:50:00Z,JENA,50.9271,11.5892,-5.33,1000.13,89.2,jena_climate_2009_2016,2009-01-01T16:50:00,-5.33,1000.13,89.2,,102
2009-01-01T16:00:00Z,JENA,50.9271,11.5892,-5.37,1000.17,89.4,jena_climate_2009_2016,2009-01-01T17:00:00,-5.37,1000.17,89.4,,103
2009-01-01T16:10:00Z,JENA,50.9271,11.5892,-5.43,1000.17,89.3,jena_climate_2009_2016,2009-01-01T17:10:00,-5.43,1000.17,89.3,,104
2009-01-01T16:20:00Z,JENA,50.9271,11.5892,-5.28,1000.18,89.8,jena_climate_2009_2016,2009-01-01T17:20:00,-5.28,1000.18,89.8,,105
2009-01-01T16:30:00Z,JENA,50.9271,11.5892,-5.21,1000.18,89.2,jena_climate_2009_2016,2009-01-01T17:30:00,-5.21,1000.18,89.2,,106
2009-01-01T16:40:00Z,JENA,50.9271,11.5892,-5.21,1000.17,88.9,jena_climate_2009_2016,2009-01-01T17:40:00,-5.21,1000.17,88.9,,107
2009-01-01T16:50:00Z,JENA,50.9271,11.5892,-5.24,1000.16,88.9,jena_climate_2009_2016,2009-01-01T17:50:00,-5.24,1000.16,88.9,,108
2009-01-01T17:00:00Z,JENA,50.9271,11.5892,-5.25,1000.16,89.1,jena_climate_2009_2016,2009-01-01T18:00:00,-5.25,1000.16,89.1,,109
2009-01-01T17:10:00Z,JENA,50.9271,11.5892,-5.16,1000.13,89.1,jena_climate_2009_2016,2009-01-01T18:10:00,-5.16,1000.13,89.1,,110
2009-01-01T17:20:00Z,JENA,50.9271,11.5892,-5.12,1000.07,89.1,jena_climate_2009_2016,2009-01-01T18:20:00,-5.12,1000.07,89.1,,111
2009-01-01T17:30:00Z,JENA,50.9271,11.5892,-5.04,1000.11,88.9,jena_climate_2009_2016,2009-01-01T18:30:00,-5.04,1000.11,88.9,,112
2009-01-01T17:40:00Z,JENA,50.9271,11.5892,-5.01,1000.18,88.7,jena_climate_2009_2016,2009-01-01T18:40:00,-5.01,1000.18,88.7,,113
2009-01-01T17:50:00Z,JENA,50.9271,11.5892,-5.12,1000.23,88.7,jena_climate_2009_2016,2009-01-01T18:50:00,-5.12,1000.23,88.7,,114
2009-01-01T18:00:00Z,JENA,50.9271,11.5892,-5.11,1000.22,89.4,jena_climate_2009_2016,2009-01-01T19:00:00,-5.11,1000.22,89.4,,115
2009-01-01T18:10:00Z,JENA,50.9271,11.5892,-4.9,1000.3,89.4,jena_climate_2009_2016,2009-01-01T19:10:00,-4.9,1000.3,89.4,,116
2009-01-01T18:20:00Z,JENA,50.9271,11.5892,-4.86,1000.19,88.9,jena_climate_2009_2016,2009-01-01T19:20:00,-4.86,1000.19,88.9,,117
2009-01-01T18:30:00Z,JENA,50.9271,11.5892,-4.9,1000.18,88.7,jena_climate_2009_2016,2009-01-01T19:30:00,-4.9,1000.18,88.7,,118
2009-01-01T18:40:00Z,JENA,50.9271,11.5892,-4.97,1000.14,88.7,jena_climate_2009_2016,2009-01-01T19:40:00,-4.97,1000.14,88.7,,119
2009-01-01T18:50:00Z,JENA,50.9271,11.5892,-4.99,1000.18,89.0,jena_climate_2009_2016,2009-01-01T19:50:00,-4.99,1000.18,89.0,,120
2009-01-01T19:00:00Z,JENA,50.9271,11.5892,-4.9,1000.22,89.3,jena_climate_2009_2016,2009-01-01T20:00:00,-4.9,1000.22,89.3,,121
2009-01-01T19:10:00Z,JENA,50.9271,11.5892,-4.93,1000.27,89.5,jena_climate_2009_2016,2009-01-01T20:10:00,-4.93,1000.27,89.5,,122
2009-01-01T19:20:00Z,JENA,50.9271,11.5892,-4.89,1000.21,89.8,jena_climate_2009_2016,2009-01-01T20:20:00,-4.89,1000.21,89.8,,123
2009-01-01T19:30:00Z,JENA,50.9271,11.5892,-4.93,1000.19,89.9,jena_climate_2009_2016,2009-01-01T20:30:00,-4.93,1000.19,89.9,,124
2009-01-01T19:40:00Z,JENA,50.9271,11.5892,-5.0,1000.24,90.2,jena_climate_2009_2016,2009-01-01T20:40:00,-5.0,1000.24,90.2,,125
2009-01-01T19:50:00Z,JENA,50.9271,11.5892,-4.9,1000.3,90.6,jena_climate_2009_2016,2009-01-01T20:50:00,-4.9,1000.3,90.6,,126
2009-01-01T20:00:00Z,JENA,50.9271,11.5892,-4.8,1000.19,90.2,jena_climate_2009_2016,2009-01-01T21:00:00,-4.8,1000.19,90.2,,127
2009-01-01T20:10:00Z,JENA,50.9271,11.5892,-4.84,1000.19,90.0,jena_climate_2009_2016,2009-01-01T21:10:00,-4.84,1000.19,90.0,,128
2009-01-01T20:20:00Z,JENA,50.9271,11.5892,-4.9,1000.15,90.2,jena_climate_2009_2016,2009-01-01T21:20:00,-4.9,1000.15,90.2,,129
2009-01-01T20:30:00Z,JENA,50.9271,11.5892,-4.86,1000.09,90.4,jena_climate_2009_2016,2009-01-01T21:30:00,-4.86,1000.09,90.4,,130
2009-01-01T20:40:00Z,JENA,50.9271,11.5892,-4.76,1000.06,90.5,jena_climate_2009_2016,2009-01-01T21:40:00,-4.76,1000.06,90.5,,131
2009-01-01T20:50:00Z,JENA,50.9271,11.5892,-4.61,1000.03,90.6,jena_climate_2009_2016,2009-01-01T21:50:00,-4.61,1000.03,90.6,,132
2009-01-01T21:00:00Z,JENA,50.9271,11.5892,-4.5,1000.0,90.4,jena_climate_2009_2016,2009-01-01T22:00:00,-4.5,1000.0,90.4,,133
2009-01-01T21:10:00Z,JENA,50.9271,11.5892,-4.41,999.92,90.4,jena_climate_2009_2016,2009-01-01T22:10:00,-4.41,999.92,90.4,,134
2009-01-01T21:20:00Z,JENA,50.9271,11.5892,-4.4,999.93,90.1,jena_climate_2009_2016,2009-01-01T22:20:00,-4.4,999.93,90.1,,135
2009-01-01T21:30:00Z,JENA,50.9271,11.5892,-4.32,999.87,90.0,jena_climate_2009_2016,2009-01-01T22:30:00,-4.32,999.87,90.0,,136
2009-01-01T21:40:00Z,JENA,50.9271,11.5892,-4.17,999.8,89.7,jena_climate_2009_2016,2009-01-01T22:40:00,-4.17,999.8,89.7,,137
2009-01-01T21:50:00Z,JENA,50.9271,11.5892,-4.3,999.77,89.3,jena_climate_2009_2016,2009-01-01T22:50:00,-4.3,999.77,89.3,,138
2009-01-01T22:00:00Z,JENA,50.9271,11.5892,-4.47,999.77,90.1,jena_climate_2009_2016,2009-01-01T23:00:00,-4.47,999.77,90.1,,139
2009-01-01T22:10:00Z,JENA,50.9271,11.5892,-4.5,999.8,91.2,jena_climate_2009_2016,2009-01-01T23:10:00,-4.5,999.8,91.2,,140
2009-01-01T22:20:00Z,JENA,50.9271,11.5892,-4.51,999.81,91.7,jena_climate_2009_2016,2009-01-01T23:20:00,-4.51,999.81,91.7,,141
2009-01-01T22:30:00Z,JENA,50.9271,11.5892,-4.33,999.8,92.5,jena_climate_2009_2016,2009-01-01T23:30:00,-4.33,999.8,92.5,,142
2009-01-01T22:40:00Z,JENA,50.9271,11.5892,-4.33,999.71,92.0,jena_climate_2009_2016,2009-01-01T23:40:00,-4.33,999.71,92.0,,143
2009-01-01T22:50:00Z,JENA,50.9271,11.5892,-4.58,999.67,92.4,jena_climate_2009_2016,2009-01-01T23:50:00,-4.58,999.67,92.4,,144
2009-01-01T23:00:00Z,JENA,50.9271,11.5892,-4.54,999.59,93.2,jena_climate_2009_2016,2009-01-02T00:00:00,-4.54,999.59,93.2,,145
